pt_graph landings
706 33
707 33
708 33
709 33
710 33
711 33
799 33
800 33
801 33
802 33
803 33
804 33
805 33
806 33
807 33
808 33
809 33
810 33
811 33
901 33
902 33
903 33
904 33
905 33
906 33
907 33
908 33
909 33
910 33
911 33
912 33
913 33
914 33
915 33
916 33
917 33
1010 33
1011 33
1012 33
1013 33
1014 33
1015 33
1016 33
1017 33
1018 33
1019 33
1020 33
1021 33
1022 33
1023 33
1024 33
1025 33
1026 33
1027 33
1028 33
1029 33
1126 33
1127 33
1128 33
1129 33
1130 33
1131 33
1132 33
1133 33
1134 33
1135 33
1136 33
1137 33
1138 33
1139 33
1140 33
1141 33
1142 33
1143 33
1144 33
1145 33
1146 33
1247 33
1248 33
1249 33
1250 33
1251 33
1252 33
1253 33
1254 33
1255 33
1256 33
1257 33
1258 33
1259 33
1260 33
1261 33
1262 33
1263 33
1264 33
1265 33
1266 33
1267 33
1268 33
1269 33
1375 33
1376 33
1377 33
1378 33
1379 33
1380 33
1381 33
1382 33
1383 33
1384 33
1385 33
1386 33
1387 33
1388 33
1389 33
1390 33
1391 33
1392 33
1393 33
1394 33
1395 33
1396 33
1397 33
1398 33
1510 33
1511 33
1512 33
1513 33
1514 33
1515 33
1516 33
1517 33
1518 33
1519 33
1520 33
1521 33
1522 33
1523 33
1524 33
1525 33
1526 33
1527 33
1528 33
1529 33
1530 33
1531 33
1532 33
1533 33
1534 33
1651 33
1652 33
1653 33
1654 33
1655 33
1656 33
1657 33
1658 33
1659 33
1660 33
1661 33
1662 33
1663 33
1664 33
1665 33
1666 33
1667 33
1668 33
1669 33
1670 33
1671 33
1672 33
1673 33
1674 33
1675 33
1676 33
1798 33
1799 33
1800 33
1801 33
1802 33
1803 33
1804 33
1805 33
1806 33
1807 33
1808 33
1809 33
1810 33
1811 33
1812 33
1813 33
1814 33
1815 33
1816 33
1817 33
1818 33
1819 33
1820 33
1821 33
1822 33
1823 33
1953 33
1954 33
1955 33
1956 33
1957 33
1958 33
1959 33
1960 33
1961 33
1962 33
1963 33
1964 33
1965 33
1966 33
1967 33
1968 33
1969 33
1970 33
1971 33
1972 33
1973 33
1974 33
1975 33
1976 33
1977 33
1978 33
2112 33
2113 33
2114 33
2115 33
2116 33
2117 33
2118 33
2119 33
2120 33
2121 33
2122 33
2123 33
2124 33
2125 33
2126 33
2127 33
2128 33
2129 33
2130 33
2131 33
2132 33
2133 33
2134 33
2135 33
2136 33
2137 33
2198 33
2199 33
2200 33
2201 33
2202 33
2279 33
2280 33
2281 33
2282 33
2283 33
2284 33
2285 33
2286 33
2287 33
2288 33
2289 33
2290 33
2291 33
2292 33
2293 33
2294 33
2295 33
2296 33
2297 33
2298 33
2299 33
2300 33
2301 33
2302 33
2303 33
2304 33
2362 33
2363 33
2364 33
2365 33
2366 33
2367 33
2368 33
2369 33
2370 33
